title,url
History of the world - Wikipedia,https://en.wikipedia.org/wiki/Human_history
Wikimedia Foundation - Wikipedia,https://en.wikipedia.org/wiki/Wikimedia_Foundation
Wikipedia:Local Embassy - Wikipedia,https://en.wikipedia.org/wiki/Wikipedia:Local_Embassy
Wikipedia:Help desk - Wikipedia,https://en.wikipedia.org/wiki/Wikipedia:Help_desk
Wikipedia:Featured pictures - Wikipedia,https://en.wikipedia.org/wiki/Wikipedia:Featured_pictures
Wikipedia:Community portal - Wikipedia,https://en.wikipedia.org/wiki/Wikipedia:Community_portal
Wikipedia:Picture of the day/Archive - Wikipedia,https://en.wikipedia.org/wiki/Wikipedia:Picture_of_the_day/Archive
Template:POTD/2019-05-06 - Wikipedia,https://en.wikipedia.org/wiki/Template:POTD/2019-05-06
Wikipedia:Contact us - Wikipedia,https://en.wikipedia.org/wiki/Wikipedia:Contact_us
Help:Contents - Wikipedia,https://en.wikipedia.org/wiki/Help:Contents
Portal:Featured content - Wikipedia,https://en.wikipedia.org/wiki/Portal:Featured_content
Wikipedia:About - Wikipedia,https://en.wikipedia.org/wiki/Wikipedia:About
Talk:Main Page - Wikipedia,https://en.wikipedia.org/wiki/Talk:Main_Page
Portal:Contents - Wikipedia,https://en.wikipedia.org/wiki/Portal:Contents
Baltic Sea campaigns (1939–45) - Wikipedia,https://en.wikipedia.org/wiki/Baltic_Sea_campaigns_(1939%E2%80%9345)
Dnieper–Carpathian Offensive - Wikipedia,https://en.wikipedia.org/wiki/Dnieper%E2%80%93Carpathian_Offensive
Template talk:Campaignbox Axis–Soviet War - Wikipedia,https://en.wikipedia.org/wiki/Template_talk:Campaignbox_Axis%E2%80%93Soviet_War
Battle of the Dnieper - Wikipedia,https://en.wikipedia.org/wiki/Battle_of_the_Dnieper
Battle of Smolensk (1943) - Wikipedia,https://en.wikipedia.org/wiki/Battle_of_Smolensk_(1943)
Donbass Strategic Offensive (August 1943) - Wikipedia,https://en.wikipedia.org/wiki/Donbass_Strategic_Offensive_(August_1943)
Operation Tidal Wave - Wikipedia,https://en.wikipedia.org/wiki/Operation_Tidal_Wave
Donbass Strategic Offensive (July 1943) - Wikipedia,https://en.wikipedia.org/wiki/Donbass_Strategic_Offensive_(July_1943)
Third Battle of Kharkov - Wikipedia,https://en.wikipedia.org/wiki/Third_Battle_of_Kharkov
Operation Polyarnaya Zvezda - Wikipedia,https://en.wikipedia.org/wiki/Operation_Polyarnaya_Zvezda
Ostrogozhsk–Rossosh Offensive - Wikipedia,https://en.wikipedia.org/wiki/Ostrogozhsk%E2%80%93Rossosh_Offensive
Operation Iskra - Wikipedia,https://en.wikipedia.org/wiki/Operation_Iskra
Battle of Kursk - Wikipedia,https://en.wikipedia.org/wiki/Battle_of_Kursk
Template:Campaignbox Barbarossa - Wikipedia,https://en.wikipedia.org/wiki/Template:Campaignbox_Barbarossa
Template talk:Campaignbox Barbarossa - Wikipedia,https://en.wikipedia.org/wiki/Template_talk:Campaignbox_Barbarossa
Battle of Memel - Wikipedia,https://en.wikipedia.org/wiki/Battle_of_Memel
Tallinn Offensive - Wikipedia,https://en.wikipedia.org/wiki/Tallinn_Offensive
Moonsund Landing Operation - Wikipedia,https://en.wikipedia.org/wiki/Moonsund_Landing_Operation
Riga Offensive (1944) - Wikipedia,https://en.wikipedia.org/wiki/Riga_Offensive_(1944)
Tartu Offensive - Wikipedia,https://en.wikipedia.org/wiki/Tartu_Offensive
Kaunas Offensive - Wikipedia,https://en.wikipedia.org/wiki/Kaunas_Offensive
Šiauliai Offensive - Wikipedia,https://en.wikipedia.org/wiki/%C5%A0iauliai_Offensive
Vilnius Offensive - Wikipedia,https://en.wikipedia.org/wiki/Vilnius_Offensive
Battle of Krasny Bor - Wikipedia,https://en.wikipedia.org/wiki/Battle_of_Krasny_Bor
Oranienbaum Bridgehead - Wikipedia,https://en.wikipedia.org/wiki/Oranienbaum_Bridgehead
June Uprising in Lithuania - Wikipedia,https://en.wikipedia.org/wiki/June_Uprising_in_Lithuania
Template talk:Campaignbox Leningrad and Baltics 1941–1944 - Wikipedia,https://en.wikipedia.org/wiki/Template_talk:Campaignbox_Leningrad_and_Baltics_1941%E2%80%931944
Estonia in World War II - Wikipedia,https://en.wikipedia.org/wiki/Estonia_in_World_War_II
Template:Campaignbox Leningrad and Baltics 1941–1944 - Wikipedia,https://en.wikipedia.org/wiki/Template:Campaignbox_Leningrad_and_Baltics_1941%E2%80%931944
Occupation of the Baltic states - Wikipedia,https://en.wikipedia.org/wiki/Occupation_of_the_Baltic_states
German Instrument of Surrender - Wikipedia,https://en.wikipedia.org/wiki/German_Instrument_of_Surrender
Prague Offensive - Wikipedia,https://en.wikipedia.org/wiki/Prague_Offensive
Bratislava–Brno Offensive - Wikipedia,https://en.wikipedia.org/wiki/Bratislava%E2%80%93Brno_Offensive
Vienna Offensive - Wikipedia,https://en.wikipedia.org/wiki/Vienna_Offensive
Battle of Berlin - Wikipedia,https://en.wikipedia.org/wiki/Battle_of_Berlin
Operation Spring Awakening - Wikipedia,https://en.wikipedia.org/wiki/Operation_Spring_Awakening
East Pomeranian Offensive - Wikipedia,https://en.wikipedia.org/wiki/East_Pomeranian_Offensive
Operation Solstice - Wikipedia,https://en.wikipedia.org/wiki/Operation_Solstice
Silesian Offensives - Wikipedia,https://en.wikipedia.org/wiki/Silesian_Offensives
Wikipedia:Directories and indexes - Wikipedia,https://en.wikipedia.org/wiki/Wikipedia:Directory
Master of Science - Wikipedia,https://en.wikipedia.org/wiki/Master_of_Science
Bachelor of Science - Wikipedia,https://en.wikipedia.org/wiki/Bachelor_of_Science
University of Wisconsin–Madison - Wikipedia,https://en.wikipedia.org/wiki/University_of_Wisconsin%E2%80%93Madison
Smith College - Wikipedia,https://en.wikipedia.org/wiki/Smith_College
Progressive Dane - Wikipedia,https://en.wikipedia.org/wiki/Progressive_Dane
"Ithaca, New York - Wikipedia","https://en.wikipedia.org/wiki/Ithaca,_New_York"
"University of California, Irvine - Wikipedia","https://en.wikipedia.org/wiki/University_of_California,_Irvine"
"Española, New Mexico - Wikipedia","https://en.wikipedia.org/wiki/Espa%C3%B1ola,_New_Mexico"
Madison Common Council - Wikipedia,https://en.wikipedia.org/wiki/Madison_Common_Council
Incumbent - Wikipedia,https://en.wikipedia.org/wiki/Incumbent
Democratic Party (United States) - Wikipedia,https://en.wikipedia.org/wiki/Democratic_Party_(United_States)
List of battles by casualties - Wikipedia,https://en.wikipedia.org/wiki/List_of_battles_by_casualties
Perseus (constellation) - Wikipedia,https://en.wikipedia.org/wiki/Perseus_(constellation)
Phoenix (constellation) - Wikipedia,https://en.wikipedia.org/wiki/Phoenix_(constellation)
Pavo (constellation) - Wikipedia,https://en.wikipedia.org/wiki/Pavo_(constellation)
การยึดครองรัฐบอลติก - วิกิพีเดีย,https://th.wikipedia.org/wiki/%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%A2%E0%B8%B6%E0%B8%94%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B8%A3%E0%B8%B1%E0%B8%90%E0%B8%9A%E0%B8%AD%E0%B8%A5%E0%B8%95%E0%B8%B4%E0%B8%81
Baltian maiden miehitys – Wikipedia,https://fi.wikipedia.org/wiki/Baltian_maiden_miehitys
Oort cloud - Wikipedia,https://en.wikipedia.org/wiki/Oort_cloud
Окупація балтійських країн — Вікіпедія,https://uk.wikipedia.org/wiki/%D0%9E%D0%BA%D1%83%D0%BF%D0%B0%D1%86%D1%96%D1%8F_%D0%B1%D0%B0%D0%BB%D1%82%D1%96%D0%B9%D1%81%D1%8C%D0%BA%D0%B8%D1%85_%D0%BA%D1%80%D0%B0%D1%97%D0%BD
Eesti Teises maailmasõjas – Vikipeedia,https://et.wikipedia.org/wiki/Eesti_Teises_maailmas%C3%B5jas
Oberon (moon) - Wikipedia,https://en.wikipedia.org/wiki/Oberon_(moon)
Pictor - Wikipedia,https://en.wikipedia.org/wiki/Pictor
Nebular hypothesis - Wikipedia,https://en.wikipedia.org/wiki/Nebular_hypothesis
Battle of Berlin - Wikidata,https://www.wikidata.org/wiki/Q154182
Category:Estonia in World War II - Wikimedia Commons,https://commons.wikimedia.org/wiki/Category:Estonia_in_World_War_II
Photon - Wikipedia,https://en.wikipedia.org/wiki/Photon
Norma (constellation) - Wikipedia,https://en.wikipedia.org/wiki/Norma_(constellation)
Musca - Wikipedia,https://en.wikipedia.org/wiki/Musca
Mirror symmetry (string theory) - Wikipedia,https://en.wikipedia.org/wiki/Mirror_symmetry_(string_theory)
Microscopium - Wikipedia,https://en.wikipedia.org/wiki/Microscopium
Mensa (constellation) - Wikipedia,https://en.wikipedia.org/wiki/Mensa_(constellation)
Makemake - Wikipedia,https://en.wikipedia.org/wiki/Makemake
Mercury (planet) - Wikipedia,https://en.wikipedia.org/wiki/Mercury_(planet)
Main sequence - Wikipedia,https://en.wikipedia.org/wiki/Main_sequence
Magnetosphere of Jupiter - Wikipedia,https://en.wikipedia.org/wiki/Magnetosphere_of_Jupiter
M-theory - Wikipedia,https://en.wikipedia.org/wiki/M-theory
Lynx (constellation) - Wikipedia,https://en.wikipedia.org/wiki/Lynx_(constellation)
Leo Minor - Wikipedia,https://en.wikipedia.org/wiki/Leo_Minor
Laplace–Runge–Lenz vector - Wikipedia,https://en.wikipedia.org/wiki/Laplace%E2%80%93Runge%E2%80%93Lenz_vector
Kreutz sungrazer - Wikipedia,https://en.wikipedia.org/wiki/Kreutz_sungrazer
Kuiper belt - Wikipedia,https://en.wikipedia.org/wiki/Kuiper_belt
Jupiter trojan - Wikipedia,https://en.wikipedia.org/wiki/Jupiter_trojan
Introduction to general relativity - Wikipedia,https://en.wikipedia.org/wiki/Introduction_to_general_relativity
IK Pegasi - Wikipedia,https://en.wikipedia.org/wiki/IK_Pegasi
Hydrus - Wikipedia,https://en.wikipedia.org/wiki/Hydrus
Hubble Deep Field - Wikipedia,https://en.wikipedia.org/wiki/Hubble_Deep_Field
Естонія під час Другої світової війни — Вікіпедія,https://uk.wikipedia.org/wiki/%D0%95%D1%81%D1%82%D0%BE%D0%BD%D1%96%D1%8F_%D0%BF%D1%96%D0%B4_%D1%87%D0%B0%D1%81_%D0%94%D1%80%D1%83%D0%B3%D0%BE%D1%97_%D1%81%D0%B2%D1%96%D1%82%D0%BE%D0%B2%D0%BE%D1%97_%D0%B2%D1%96%D0%B9%D0%BD%D0%B8
History of Mars observation - Wikipedia,https://en.wikipedia.org/wiki/History_of_Mars_observation
Battle of Manila,http://battleofmanila.org/Huber/htm/huber_06.htm
H II region - Wikipedia,https://en.wikipedia.org/wiki/H_II_region
Grus (constellation) - Wikipedia,https://en.wikipedia.org/wiki/Grus_(constellation)
GRB 970508 - Wikipedia,https://en.wikipedia.org/wiki/GRB_970508
Haumea - Wikipedia,https://en.wikipedia.org/wiki/Haumea
GRB 970228 - Wikipedia,https://en.wikipedia.org/wiki/GRB_970228
Halley's Comet - Wikipedia,https://en.wikipedia.org/wiki/Halley%27s_Comet
Эстония во Второй мировой войне — Википедия,https://ru.wikipedia.org/wiki/%D0%AD%D1%81%D1%82%D0%BE%D0%BD%D0%B8%D1%8F_%D0%B2%D0%BE_%D0%92%D1%82%D0%BE%D1%80%D0%BE%D0%B9_%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B5
إستونيا في الحرب العالمية الثانية - ويكيبيديا، الموسوعة الحرة,https://ar.wikipedia.org/wiki/%D8%A5%D8%B3%D8%AA%D9%88%D9%86%D9%8A%D8%A7_%D9%81%D9%8A_%D8%A7%D9%84%D8%AD%D8%B1%D8%A8_%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9_%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D8%A9
1979 - Wikipedia,https://zea.wikipedia.org/wiki/1979
Ganymede (moon) - Wikipedia,https://en.wikipedia.org/wiki/Ganymede_(moon)
1979 – װיקיפּעדיע,https://yi.wikipedia.org/wiki/1979
Galaxy - Wikipedia,https://en.wikipedia.org/wiki/Galaxy
"""1979"" - Wikipediya Zazaki, ensiklopediya xosere",https://diq.wikipedia.org/wiki/1979
1979年 - 维基百科,https://wuu.wikipedia.org/wiki/1979%E5%B9%B4
"1979 - Wikipedia, ìwé-ìmọ̀ ọ̀fẹ́",https://yo.wikipedia.org/wiki/1979
1979年 - 維基百科，自由嘅百科全書,https://zh-yue.wikipedia.org/wiki/1979%E5%B9%B4
Chiếm đóng các nước Baltic – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Chi%E1%BA%BFm_%C4%91%C3%B3ng_c%C3%A1c_n%C6%B0%E1%BB%9Bc_Baltic
1979 - Wikipedia,https://bat-smg.wikipedia.org/wiki/1979
1979年 - 维基百科，自由的百科全书,https://zh.wikipedia.org/wiki/1979%E5%B9%B4
Eris (dwarf planet) - Wikipedia,https://en.wikipedia.org/wiki/Eris_(dwarf_planet)
Europa (moon) - Wikipedia,https://en.wikipedia.org/wiki/Europa_(moon)
Eta Carinae - Wikipedia,https://en.wikipedia.org/wiki/Eta_Carinae
Epsilon Eridani - Wikipedia,https://en.wikipedia.org/wiki/Epsilon_Eridani
Enceladus - Wikipedia,https://en.wikipedia.org/wiki/Enceladus
Earth-grazing meteoroid of 13 October 1990 - Wikipedia,https://en.wikipedia.org/wiki/Earth-grazing_meteoroid_of_13_October_1990
Dwarf planet - Wikipedia,https://en.wikipedia.org/wiki/Dwarf_planet
Electron - Wikipedia,https://en.wikipedia.org/wiki/Electron
Earth in culture - Wikipedia,https://en.wikipedia.org/wiki/Earth_in_culture
Yandex - Wikipedia,https://en.wikipedia.org/wiki/Yandex
Definition of planet - Wikipedia,https://en.wikipedia.org/wiki/Definition_of_planet
Yahoo! Maps - Wikipedia,https://en.wikipedia.org/wiki/Yahoo!_Maps
Remote sensing - Wikipedia,https://en.wikipedia.org/wiki/Remote_sensing
Wikimapia - Wikipedia,https://en.wikipedia.org/wiki/Wikimapia
Here (company) - Wikipedia,https://en.wikipedia.org/wiki/Here_(company)
NASA WorldWind - Wikipedia,https://en.wikipedia.org/wiki/NASA_World_Wind
MapmyIndia - Wikipedia,https://en.wikipedia.org/wiki/MapmyIndia
蘇聯佔領波羅的海國家 - 维基百科，自由的百科全书,https://zh.wikipedia.org/wiki/%E8%98%87%E8%81%AF%E4%BD%94%E9%A0%98%E6%B3%A2%E7%BE%85%E7%9A%84%E6%B5%B7%E5%9C%8B%E5%AE%B6
Google Earth - Wikipedia,https://en.wikipedia.org/wiki/Google_Earth
China Is Wordless on Traumas of Communists’ Rise - The New York Times,https://web.archive.org/web/20180514065724/https://www.nytimes.com/2009/10/02/world/asia/02anniversary.html?pagewanted=all
Global Map - Wikipedia,https://en.wikipedia.org/wiki/Global_Map
Bing Maps - Wikipedia,https://en.wikipedia.org/wiki/Bing_Maps
第二次世界大戰中的愛沙尼亞 - 维基百科，自由的百科全书,https://zh.wikipedia.org/wiki/%E7%AC%AC%E4%BA%8C%E6%AC%A1%E4%B8%96%E7%95%8C%E5%A4%A7%E6%88%B0%E4%B8%AD%E7%9A%84%E6%84%9B%E6%B2%99%E5%B0%BC%E4%BA%9E
Bhuvan - Wikipedia,https://en.wikipedia.org/wiki/Bhuvan
China Is Wordless on Traumas of Communists’ Rise - The New York Times,https://www.nytimes.com/2009/10/02/world/asia/02anniversary.html?pagewanted=all
Baidu Maps - Wikipedia,https://en.wikipedia.org/wiki/Baidu_Maps
Google Maps - Wikipedia,https://en.wikipedia.org/wiki/Google_Maps
Apple Maps - Wikipedia,https://en.wikipedia.org/wiki/Apple_Maps
Digital mapping - Wikipedia,https://en.wikipedia.org/wiki/Digital_mapping
Earth Day - Wikipedia,https://en.wikipedia.org/wiki/Earth_Day
Structure of the Earth - Wikipedia,https://en.wikipedia.org/wiki/Structure_of_the_Earth
Geophysics - Wikipedia,https://en.wikipedia.org/wiki/Geophysics
Geology of solar terrestrial planets - Wikipedia,https://en.wikipedia.org/wiki/Geology_of_solar_terrestrial_planets
Extremes on Earth - Wikipedia,https://en.wikipedia.org/wiki/Extremes_on_Earth
Equatorial bulge - Wikipedia,https://en.wikipedia.org/wiki/Equatorial_bulge
Clairaut's theorem - Wikipedia,https://en.wikipedia.org/wiki/Clairaut%27s_theorem
Timeline of the evolutionary history of life - Wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life
Cool early Earth - Wikipedia,https://en.wikipedia.org/wiki/Cool_early_Earth
Faint young Sun paradox - Wikipedia,https://en.wikipedia.org/wiki/Faint_young_Sun_paradox
Continent - Wikipedia,https://en.wikipedia.org/wiki/Continent
Future of Earth - Wikipedia,https://en.wikipedia.org/wiki/Future_of_Earth
Formation and evolution of the Solar System - Wikipedia,https://en.wikipedia.org/wiki/Formation_and_evolution_of_the_Solar_System
Battle of Manila,https://web.archive.org/web/20160305062959/http://battleofmanila.org/Huber/htm/huber_06.htm
Early Earth - Wikipedia,https://en.wikipedia.org/wiki/Early_Earth
Outline of Earth - Wikipedia,https://en.wikipedia.org/wiki/Outline_of_Earth
Template talk:Earth - Wikipedia,https://en.wikipedia.org/wiki/Template_talk:Earth
Template:Earth - Wikipedia,https://en.wikipedia.org/wiki/Template:Earth
